c_index,context,period,state,action,reward,next_state
3,"[0.3465, 0.2993, 0.2446, 0.499]",6,"[11, 5, 0.6]",0.9,0.0,"[11, 4, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",7,"[11, 4, 0.9]",0.9,0.0,"[11, 4, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",8,"[11, 4, 0.9]",0.9,0.0,"[11, 4, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",9,"[11, 4, 0.9]",0.9,0.0,"[11, 4, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",10,"[11, 4, 0.9]",0.9,0.0,"[11, 4, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",11,"[11, 4, 0.9]",0.9,0.0,"[11, 4, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",12,"[11, 4, 0.9]",0.1,0.1,"[10, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",13,"[10, 3, 0.1]",0.1,0.0,"[10, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",14,"[10, 3, 0.1]",0.1,0.1,"[9, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",15,"[9, 3, 0.1]",0.1,0.1,"[8, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",16,"[8, 3, 0.1]",0.1,0.0,"[8, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",17,"[8, 3, 0.1]",0.1,0.1,"[7, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",18,"[7, 3, 0.1]",0.1,0.1,"[6, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",19,"[6, 3, 0.1]",0.1,0.1,"[5, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",20,"[5, 3, 0.1]",0.1,0.1,"[4, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",21,"[4, 3, 0.1]",0.1,0.1,"[3, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",22,"[3, 3, 0.1]",0.1,0.0,"[3, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",23,"[3, 3, 0.1]",0.1,0.1,"[2, 3, 0.1]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",24,"[2, 3, 0.1]",0.9,0.0,"[2, 2, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",25,"[2, 2, 0.9]",0.9,0.0,"[2, 2, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",26,"[2, 2, 0.9]",0.9,0.0,"[2, 2, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",27,"[2, 2, 0.9]",0.9,0.0,"[2, 2, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",28,"[2, 2, 0.9]",0.9,0.0,"[2, 2, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",29,"[2, 2, 0.9]",0.9,0.0,"[2, 2, 0.9]"
3,"[0.3465, 0.2993, 0.2446, 0.499]",30,"[2, 2, 0.9]",0.6,0.0,"[2, 1, 0.6]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",1,"[8, 6, -1]",1.0,0.0,"[8, 5, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",2,"[8, 5, 1.0]",1.0,1.0,"[7, 5, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",3,"[7, 5, 1.0]",1.0,0.0,"[7, 5, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",4,"[7, 5, 1.0]",1.0,0.0,"[7, 5, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",5,"[7, 5, 1.0]",1.0,0.0,"[7, 5, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",6,"[7, 5, 1.0]",0.9,0.0,"[7, 4, 0.9]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",7,"[7, 4, 0.9]",0.9,0.0,"[7, 4, 0.9]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",8,"[7, 4, 0.9]",0.9,0.0,"[7, 4, 0.9]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",9,"[7, 4, 0.9]",0.9,0.0,"[7, 4, 0.9]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",10,"[7, 4, 0.9]",0.9,0.0,"[7, 4, 0.9]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",11,"[7, 4, 0.9]",0.9,0.0,"[7, 4, 0.9]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",12,"[7, 4, 0.9]",0.3,0.0,"[7, 3, 0.3]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",13,"[7, 3, 0.3]",0.3,0.3,"[6, 3, 0.3]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",14,"[6, 3, 0.3]",0.3,0.3,"[5, 3, 0.3]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",15,"[5, 3, 0.3]",0.3,0.0,"[5, 3, 0.3]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",16,"[5, 3, 0.3]",0.3,0.0,"[5, 3, 0.3]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",17,"[5, 3, 0.3]",0.3,0.0,"[5, 3, 0.3]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",18,"[5, 3, 0.3]",1.0,0.0,"[5, 2, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",19,"[5, 2, 1.0]",1.0,0.0,"[5, 2, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",20,"[5, 2, 1.0]",1.0,0.0,"[5, 2, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",21,"[5, 2, 1.0]",1.0,0.0,"[5, 2, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",22,"[5, 2, 1.0]",1.0,0.0,"[5, 2, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",23,"[5, 2, 1.0]",1.0,0.0,"[5, 2, 1.0]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",24,"[5, 2, 1.0]",0.7,0.0,"[5, 1, 0.7]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",25,"[5, 1, 0.7]",0.7,0.0,"[5, 1, 0.7]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",26,"[5, 1, 0.7]",0.7,0.0,"[5, 1, 0.7]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",27,"[5, 1, 0.7]",0.7,0.0,"[5, 1, 0.7]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",28,"[5, 1, 0.7]",0.7,0.0,"[5, 1, 0.7]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",29,"[5, 1, 0.7]",0.7,0.0,"[5, 1, 0.7]"
4,"[0.3065, 0.0747, 0.2702, 0.4207]",30,"[5, 1, 0.7]",0.7,0.0,"[5, 1, 0.7]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",1,"[15, 6, -1]",0.1,0.1,"[14, 5, 0.1]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",2,"[14, 5, 0.1]",0.1,0.1,"[13, 5, 0.1]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",3,"[13, 5, 0.1]",0.1,0.1,"[12, 5, 0.1]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",4,"[12, 5, 0.1]",0.1,0.1,"[11, 5, 0.1]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",5,"[11, 5, 0.1]",0.1,0.1,"[10, 5, 0.1]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",6,"[10, 5, 0.1]",0.3,0.3,"[9, 4, 0.3]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",7,"[9, 4, 0.3]",0.3,0.3,"[8, 4, 0.3]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",8,"[8, 4, 0.3]",0.3,0.0,"[8, 4, 0.3]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",9,"[8, 4, 0.3]",0.3,0.0,"[8, 4, 0.3]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",10,"[8, 4, 0.3]",0.3,0.3,"[7, 4, 0.3]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",11,"[7, 4, 0.3]",0.3,0.3,"[6, 4, 0.3]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",12,"[6, 4, 0.3]",1.0,0.0,"[6, 3, 1.0]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",13,"[6, 3, 1.0]",1.0,0.0,"[6, 3, 1.0]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",14,"[6, 3, 1.0]",1.0,0.0,"[6, 3, 1.0]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",15,"[6, 3, 1.0]",1.0,0.0,"[6, 3, 1.0]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",16,"[6, 3, 1.0]",1.0,0.0,"[6, 3, 1.0]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",17,"[6, 3, 1.0]",1.0,0.0,"[6, 3, 1.0]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",18,"[6, 3, 1.0]",0.4,0.4,"[5, 2, 0.4]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",19,"[5, 2, 0.4]",0.4,0.0,"[5, 2, 0.4]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",20,"[5, 2, 0.4]",0.4,0.0,"[5, 2, 0.4]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",21,"[5, 2, 0.4]",0.4,0.0,"[5, 2, 0.4]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",22,"[5, 2, 0.4]",0.4,0.0,"[5, 2, 0.4]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",23,"[5, 2, 0.4]",0.4,0.4,"[4, 2, 0.4]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",24,"[4, 2, 0.4]",0.9,0.0,"[4, 1, 0.9]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",25,"[4, 1, 0.9]",0.9,0.0,"[4, 1, 0.9]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",26,"[4, 1, 0.9]",0.9,0.0,"[4, 1, 0.9]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",27,"[4, 1, 0.9]",0.9,0.0,"[4, 1, 0.9]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",28,"[4, 1, 0.9]",0.9,0.0,"[4, 1, 0.9]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",29,"[4, 1, 0.9]",0.9,0.0,"[4, 1, 0.9]"
5,"[0.4234, 0.3303, 0.4136, 0.2415]",30,"[4, 1, 0.9]",0.9,0.0,"[4, 1, 0.9]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",1,"[8, 6, -1]",0.4,0.0,"[8, 5, 0.4]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",2,"[8, 5, 0.4]",0.4,0.4,"[7, 5, 0.4]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",3,"[7, 5, 0.4]",0.4,0.4,"[6, 5, 0.4]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",4,"[6, 5, 0.4]",0.4,0.4,"[5, 5, 0.4]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",5,"[5, 5, 0.4]",0.4,0.4,"[4, 5, 0.4]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",6,"[4, 5, 0.4]",1.0,0.0,"[4, 4, 1.0]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",7,"[4, 4, 1.0]",1.0,0.0,"[4, 4, 1.0]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",8,"[4, 4, 1.0]",1.0,0.0,"[4, 4, 1.0]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",9,"[4, 4, 1.0]",1.0,0.0,"[4, 4, 1.0]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",10,"[4, 4, 1.0]",1.0,0.0,"[4, 4, 1.0]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",11,"[4, 4, 1.0]",1.0,0.0,"[4, 4, 1.0]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",12,"[4, 4, 1.0]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",13,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",14,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",15,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",16,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",17,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",18,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",19,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",20,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",21,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",22,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",23,"[4, 3, 0.6]",0.6,0.0,"[4, 3, 0.6]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",24,"[4, 3, 0.6]",0.1,0.0,"[4, 2, 0.1]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",25,"[4, 2, 0.1]",0.1,0.1,"[3, 2, 0.1]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",26,"[3, 2, 0.1]",0.1,0.1,"[2, 2, 0.1]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",27,"[2, 2, 0.1]",0.1,0.1,"[1, 2, 0.1]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",28,"[1, 2, 0.1]",0.1,0.1,"[0, 2, 0.1]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",29,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
6,"[0.1832, 0.4377, 0.4137, 0.4852]",30,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",1,"[8, 6, -1]",0.4,0.4,"[7, 5, 0.4]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",2,"[7, 5, 0.4]",0.4,0.4,"[6, 5, 0.4]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",3,"[6, 5, 0.4]",0.4,0.4,"[5, 5, 0.4]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",4,"[5, 5, 0.4]",0.4,0.4,"[4, 5, 0.4]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",5,"[4, 5, 0.4]",0.4,0.4,"[3, 5, 0.4]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",6,"[3, 5, 0.4]",0.4,0.4,"[2, 5, 0.4]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",7,"[2, 5, 0.4]",0.4,0.4,"[1, 5, 0.4]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",8,"[1, 5, 0.4]",0.4,0.4,"[0, 5, 0.4]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",9,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",10,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",11,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",12,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",13,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",14,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",15,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",16,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",17,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",18,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",19,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",20,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",21,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",22,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",23,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",24,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",25,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",26,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",27,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",28,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",29,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
7,"[0.4409, 0.4524, 0.0153, 0.0515]",30,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
8,"[0.415, 0.1446, 0.0542, 0.3249]",1,"[10, 6, -1]",0.6,0.0,"[10, 5, 0.6]"
8,"[0.415, 0.1446, 0.0542, 0.3249]",2,"[10, 5, 0.6]",0.6,0.6,"[9, 5, 0.6]"
8,"[0.415, 0.1446, 0.0542, 0.3249]",3,"[9, 5, 0.6]",0.6,0.6,"[8, 5, 0.6]"
8,"[0.415, 0.1446, 0.0542, 0.3249]",4,"[8, 5, 0.6]",0.6,0.6,"[7, 5, 0.6]"
8,"[0.415, 0.1446, 0.0542, 0.3249]",5,"[7, 5, 0.6]",0.6,0.6,"[6, 5, 0.6]"
8,"[0.415, 0.1446, 0.0542, 0.3249]",6,"[6, 5, 0.6]",0.9,0.0,"[6, 4, 0.9]"
8,"[0.415, 0.1446, 0.0542, 0.3249]",7,"[6, 4, 0.9]",0.9,0.9,"[5, 4, 0.9]"
8,"[0.415, 0.1446, 0.0542, 0.3249]",8,"[5, 4, 0.9]",0.9,0.9,"[4, 4, 0.9]"
